PROLIFIC_PID,id,PID,date,timer_total,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,party,party_open,party_closer,party_preference,party_strength,party_importance,party_importance_raw,affpol_raw,affpol_weighted,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,condition,outparty_estimate,deviation,control_est_dem,control_est_rep,treat_est_dem_01,treat_est_dem_02,treat_est_dem_03,treat_est_rep_01,treat_est_rep_02,treat_est_rep_03,k_rural,k_urban,k_ingroup,k_outgroup,k_mean,k_outgroup_ingroup,beta,manip_check_01,democratic_support,freefair,freefair_raw,ethnicity01,ethnicity02,ethnicity_open,income,treat_dem_surprise,treat_rep_surprise,treat_dem_credible,treat_rep_credible,purpose,feedback,pre_commitment,pre_attention,post_attention,max_boxes,easy65,hard80,hard95,work_total,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference,democratic_support_raw,antidemocratic_01,antidemocratic_02,antidemocratic_03,antidemocratic_04,democratic_01,democratic_02,democratic_03,democratic_04,freefair_01,freefair_02,freefair_02_r,inparty,outparty
669,R_1CPCF61yaCBzuys,P31,09/03/2026 15:00,898,30,Woman,,Suburb,Suburb,,2,"College, but not degree",Democrat,,NA,Democrat,Not very strong,0.1839612097741,77,-1.42277030558277,-1.35277032220197,53,44,12,13,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,1.49558609282651,0.235194502051325,0.235194502051325,1.49558609282651,0.8653902974389175,1.2603915907751848,4.48865359731626,Republican,0.86447383888736,0.939203043737683,10,Asian,NA,,"$70,000 to $79,999",87,NA,60,NA,I wasn't surprised by the option.,,"Yes, I will",passed,passed,28,18,22,27,8,8,0,8,0,8,397,0,0,3,0,100,100,97,100,5,1,5,Democrat,Republican
67,R_1sv4CqCZLpStfNT,P120,24/02/2026 17:11,882,64,Woman,,City,City,,1,4-year college degree,Democrat,,NA,Democrat,Not very strong,-1.37082601488858,40,0.162494556816566,0.370930184142043,65,10,60,90,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.04452162657642,1.41082240588477,1.41082240588477,1.04452162657642,1.227672016230595,-0.36630077930835014,5.50540266889543,Republican,0.0863260949343388,-0.998834983022615,7,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,Silly,no,"Yes, I will",passed,passed,12,8,10,11,2,0,2,0,2,-2,329,0,21,50,0,100,79,50,100,4,3,3,Democrat,Republican
670,R_3jp6kXyohfK2jY6,P247,09/03/2026 15:00,1645,30,Man,,City,Suburb,,4,4-year college degree,Republican,,NA,Republican,Not very strong,0.310025038800804,80,-1.04368522979162,-0.819628535367604,65,85,55,95,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.11447990276476,0.381519121855005,0.11447990276476,0.381519121855005,0.24799951230988249,0.267039219090245,3.13642400245459,Republican,0.898803886414699,0.939203043737683,10,Black or African-American,NA,,"$60,000 to $69,999",NA,NA,NA,NA,I enjoyed doing the task.,All the best in your research,"Yes, I will",passed,passed,12,8,10,11,13,4,9,9,4,5,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
671,R_50t3xqILYOIgJCF,P290,09/03/2026 15:02,1091,25,Woman,,Suburb,City,,5,Postgraduate degree,Republican,,NA,Republican,Strong,1.1504505656455,100,-0.0442791208876943,0.108045193697913,51,100,50,100,Treatment,4,0,NA,NA,NA,NA,NA,Often,NA,NA,1.1610040180739,1.380923136775,1.1610040180739,1.380923136775,1.27096357742445,0.21991911870109981,4.65735794220763,Democrat,-1.00079207676473,-1.64484765860938,6,White,NA,,"$70,000 to $79,999",NA,84,NA,72,,,"Yes, I will",passed,passed,28,18,22,27,1,0,1,1,0,1,234,67,62,9,28,33,38,91,72,4,4,2,Republican,Democrat
673,R_6DZvfea063N5wqt,P452,09/03/2026 15:08,605,37,Man,,Suburb,Suburb,,5,Postgraduate degree,Republican,,NA,Republican,Strong,1.1504505656455,100,0.679428751077218,0.625514406608005,30,100,40,100,Control,4,0,NA,Often,NA,NA,NA,NA,NA,NA,1.41053448602097,0.791574659716201,1.41053448602097,0.791574659716201,1.1010545728685854,-0.6189598263047691,3.00700795287499,Republican,-2.87750134159261,-1.64484765860938,6,White,NA,,"$150,000 or more",NA,NA,NA,NA,,,"Yes, I will",passed,passed,12,8,10,11,5,4,1,1,4,-3,70,100,30,100,100,0,70,0,0,5,5,1,Republican,Democrat
674,R_5TuAUhZVt8Hho6k,P347,09/03/2026 15:08,2706,62,Woman,,City,City,,4,Postgraduate degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.19636294533787,0.76194025181245,95,10,80,30,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.0588222936004,0.217084222734497,0.217084222734497,1.0588222936004,0.6379532581674485,0.8417380708659029,2.53877749007188,Republican,-0.325634475393731,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"I found that I was less motivated to work for rural areas, to be hones. ",,"Yes, I will",passed,passed,18,12,14,17,9,7,2,7,2,5,293,90,6,6,5,10,94,94,95,4,2,4,Democrat,Republican
675,R_5EZfqfWJV3te3o3,P311,09/03/2026 15:09,951,26,Woman,,City,City,,5,4-year college degree,Democrat,,NA,Democrat,Strong,0.436088867827507,83,0.817277869546725,0.915272709622813,79,5,55,84,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.129838446052357,0.143055480202634,0.143055480202634,0.129838446052357,0.1364469631274955,-0.013217034150277002,4.79033820539559,Republican,0.0634393965827793,0.939203043737683,10,White,NA,,"$50,000 to $59,999",73,NA,78,NA,rewarding,n/a,"Yes, I will",passed,passed,29,19,23,28,17,8,9,8,9,-1,327,0,0,73,0,100,100,27,100,5,1,5,Democrat,Republican
676,R_7pJMjLux37P2VGU,P642,09/03/2026 15:11,2119,49,Woman,,Suburb,City,,4,"College, but not degree",Republican,,NA,Republican,Not very strong,-0.950613251466235,50,-1.18153434826113,-1.03241804321896,50,66,50,50,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.164908962083504,0.148928938256504,0.164908962083504,0.148928938256504,0.156918950170004,-0.015980023827000006,4.62302910574607,Republican,0.46395661773507,0.939203043737683,10,White,NA,,"$150,000 or more",NA,60,NA,69,"fun, different",,"Yes, I will",passed,passed,17,11,14,16,12,6,6,6,6,0,362,0,0,38,0,100,100,62,100,5,1,5,Republican,Democrat
677,R_6KIoaPCVG7EPAPw,P472,09/03/2026 15:17,820,34,Man,,Suburb,Suburb,,4,High school,Republican,,NA,Republican,Strong,-0.44635793535942,62,-0.73352471323523,-0.536620334120787,38,67,69,66,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Sometimes,Often,0.129839704946004,0.143049738261628,0.129839704946004,0.143049738261628,0.136444721603816,0.013210033315624009,4.79056535604772,Republican,-0.737595045721801,-1.64484765860938,6,"Hispanic, Latino, or Spanish origin",NA,,"$30,000 to $39,999",NA,66,NA,64,I have no idea,,"Yes, I will",passed,passed,18,12,14,17,18,9,9,9,9,0,257,63,40,28,12,37,60,72,88,4,4,2,Republican,Democrat
678,R_5RlkQYqgShK5lSe,P342,09/03/2026 15:19,1757,38,Woman,,City,City,,2,4-year college degree,Democrat,,NA,Democrat,Not very strong,-0.530400488043889,60,-0.73352471323523,-0.693148918422639,62,33,56,40,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.225008419773841,0.259407215689391,0.259407215689391,0.225008419773841,0.242207817731616,-0.03439879591555001,3.77054519015315,Republican,-0.0853241427023571,0.939203043737683,10,White,NA,,"$60,000 to $69,999",70,NA,60,NA,it was an interesting task,,"Yes, I will",passed,passed,12,8,10,11,15,7,8,7,8,-1,314,3,3,80,0,97,97,20,100,5,1,5,Democrat,Republican
68,R_5SBjtZd79lzlED6,P344,24/02/2026 17:11,619,34,Woman,,Small town,Rural,,4,Postgraduate degree,Republican,,NA,Republican,Strong,0.73023780222315,90,1.02405154725099,1.43822890732565,10,90,90,80,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,0.129840345368277,0.143049320077137,0.129840345368277,0.143049320077137,0.136444832722707,0.01320897470886001,4.79056682125343,Republican,0.784370394656902,0.293190368150917,9,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"I thought it was interesting. The first thought was to choose ""rest"" on the urban areas so I didn't have to work, but by choosing to ""work,"" I could slack and end up earning 0 credits instead of 3.",No,"Yes, I will",passed,passed,26,17,21,25,18,9,9,9,9,0,390,0,5,0,5,100,95,100,95,4,1,5,Republican,Democrat
680,R_7DOX57eNgju4x8x,P570,09/03/2026 15:30,690,32,Man,,Suburb,Small-town,,2,"College, but not degree",Democrat,,NA,Democrat,Strong,-0.110187724621543,70,0.679428751077218,0.961954825508738,75,5,75,80,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,0.251836869949233,0.255135645264457,0.255135645264457,0.251836869949233,0.25348625760684496,-0.0032987753152239896,4.948000348682,Republican,0.669936902899105,0.293190368150917,9,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"I approached it the same regardless of where it would support. The only times I chose to rest were when the number of boxes was high and the reward was low, chosen equally for rural and urban areas",,"Yes, I will",passed,passed,23,15,18,22,16,8,8,8,8,0,380,0,10,10,0,100,90,90,100,4,1,5,Democrat,Republican
681,R_1ahq31FSoFaDkBp,P74,09/03/2026 15:32,1065,53,Woman,,Suburb,Small-town,,4,4-year college degree,Republican,,NA,Republican,Not very strong,-0.236251553648247,67,0.33480595490345,0.359998548082865,34,94,45,88,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.114873560385434,0.415624715164425,0.114873560385434,0.415624715164425,0.26524913777492953,0.300751154778991,2.89325977134651,Democrat,0.658493553723325,0.939203043737683,10,Black or African-American,NA,,"$150,000 or more",NA,NA,NA,NA,it was quite engaging and needed a swift hand,no,"Yes, I will",passed,passed,12,8,10,11,15,7,8,8,7,1,379,0,0,21,0,100,100,79,100,5,1,5,Republican,Democrat
682,R_6aE8YtNAo44VrUT,P497,09/03/2026 15:33,713,48,Man,,City,City,,4,"College, but not degree",Democrat,,NA,Democrat,Strong,0.856301631249854,93,0.920664708398855,0.177271577647848,97,20,87,17,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,1.4362504202144,0.860656381077143,0.860656381077143,1.4362504202144,1.1484534006457716,0.5755940391372569,2.34303945273826,Republican,0.898803886414699,-0.352822307435849,8,White,NA,,"$70,000 to $79,999",88,NA,15,NA,it was usually achievable for the most part,interesting study!,"Yes, I will",passed,passed,22,14,18,21,4,4,0,4,0,4,400,0,0,0,0,100,100,100,100,4,2,4,Democrat,Republican
683,R_6HuGLQAs3ZkNZ4B,P461,09/03/2026 15:36,876,72,Man,,City,City,,3,4-year college degree,Democrat,,NA,Democrat,Not very strong,-0.530400488043889,60,0.162494556816566,0.211794603769301,70,15,50,75,Treatment,2,-2,NA,NA,Rarely,Almost always,Often,NA,NA,NA,0.482834635804338,0.139278866407265,0.139278866407265,0.482834635804338,0.3110567511058015,0.343555769397073,3.64047865583592,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$80,000 to $89,999",80,NA,40,NA,I should have been faster.,,"Yes, I will",passed,passed,12,8,10,11,13,8,5,8,5,3,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
684,R_5v5RuhXU0Pr0Tqp,P406,09/03/2026 15:46,612,24,Woman,,Suburb,Suburb,,3,4-year college degree,Democrat,,NA,Democrat,Not very strong,-0.44635793535942,62,-0.285515078209332,-0.392499298017374,62,20,30,71,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,0.129840060687911,0.143049577532707,0.143049577532707,0.129840060687911,0.136444819110309,-0.013209516844795988,4.79056727898293,Republican,0.109212793285898,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,engaging,,"Yes, I will",passed,passed,25,16,20,24,18,9,9,9,9,0,331,0,25,23,21,100,75,77,79,3,1,5,Democrat,Republican
685,R_3ccv4A1OVxOmaMV,P217,09/03/2026 15:49,557,31,Man,,Suburb,City,,1,4-year college degree,Democrat,,NA,Democrat,Not very strong,-0.530400488043889,60,0.33480595490345,0.580901324410798,60,0,60,100,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,0.250674289386425,0.143741672300633,0.143741672300633,0.250674289386425,0.197207980843529,0.10693261708579199,4.87420494420069,Republican,-0.703264998194462,-0.998834983022615,7,Asian,NA,,"$10,000 to $19,999",NA,NA,NA,NA,It was straightforward and easy.,,"Yes, I will",passed,passed,35,23,28,33,16,8,8,8,8,0,260,30,60,0,50,70,40,100,50,3,2,4,Democrat,Republican
686,R_7zMALXVErWS6N5e,P667,09/03/2026 16:04,1367,43,Man,,Suburb,Suburb,,4,4-year college degree,Republican,,NA,Republican,Strong,0.73023780222315,90,-1.00922295017424,-0.826244541010891,50,71,50,81,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.787427253933541,0.757577532898423,0.787427253933541,0.757577532898423,0.772502393415982,-0.02984972103511796,1.99574796355529,Republican,-1.38986594874125,-1.64484765860938,6,White,NA,,"$20,000 to $29,999",NA,62,NA,62,Easy ,No,"Yes, I will",passed,passed,12,8,10,11,8,4,4,4,4,0,200,50,50,50,50,50,50,50,50,4,4,2,Republican,Democrat
687,R_5dFIVmy014liXWp,P359,09/03/2026 16:42,1957,43,Man,,Suburb,Small-town,,4,"College, but not degree",Republican,,NA,Republican,Strong,1.1504505656455,100,1.43759890265951,-0.607276735007807,4,96,2,99,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.201523911743135,0.829811469922555,0.201523911743135,0.829811469922555,0.515667690832845,0.62828755817942,2.42552777117818,Republican,-0.943575330885836,-0.352822307435849,8,White,NA,,"$90,000 to $99,999",NA,NA,NA,NA,It was actually kind of fun and engaging,no,"Yes, I will",passed,passed,32,21,26,30,7,2,5,5,2,3,239,49,20,81,11,51,80,19,89,4,2,4,Republican,Democrat
688,R_5HhwRj0AKdmqZZy,P323,09/03/2026 17:19,2165,42,Woman,,City,City,,3,4-year college degree,Republican,,NA,Republican,Strong,0.73023780222315,90,-0.561213315148346,-0.398852333432518,60,94,50,90,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.165571596343565,0.142603709594516,0.165571596343565,0.142603709594516,0.15408765296904048,-0.02296788674904901,4.72448647184692,Republican,0.44106991938351,0.939203043737683,10,Black or African-American,"Hispanic, Latino, or Spanish origin",,"$70,000 to $79,999",NA,60,NA,70,"i find the task appealing and engaging,",None ,"Yes, I will",passed,passed,12,8,10,11,17,9,8,8,9,-1,360,10,10,10,10,90,90,90,90,5,1,5,Republican,Democrat
689,R_78NdSmrjB86t8j8,P561,09/03/2026 17:55,597,56,Man,,City,City,,4,4-year college degree,Democrat,,NA,Democrat,Strong,-0.110187724621543,70,0.679428751077218,0.739699182748096,73,3,51,85,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,0.22021747060785,0.209285137127116,0.209285137127116,0.22021747060785,0.21475130386748298,0.010932333480733997,1.9957179294292,Democrat,0.669936902899105,0.939203043737683,10,White,NA,,"$150,000 or more",78,NA,75,NA,i found it frustrating and rigged,no,"Yes, I will",passed,passed,23,15,18,22,16,8,8,8,8,0,380,3,9,1,7,97,91,99,93,5,1,5,Democrat,Republican
69,R_6cSbdIF9apIuo82,P499,24/02/2026 17:12,689,23,Woman,,City,Suburb,,1,"College, but not degree",Democrat,,NA,Democrat,Strong,0.310025038800804,80,-0.664600154000476,-0.541030023329904,61,30,50,70,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,0.96490554980531,0.491913939768302,0.491913939768302,0.96490554980531,0.728409744786806,0.47299161003700796,2.91320945626431,Republican,-0.0281073968234585,0.939203043737683,10,White,NA,,"$20,000 to $29,999",60,NA,61,NA,Simple,No,"Yes, I will",passed,passed,20,13,16,19,9,6,3,6,3,3,319,0,31,50,0,100,69,50,100,5,1,5,Democrat,Republican
690,R_5HiyD30jqqSnjU0,P324,09/03/2026 18:04,1072,39,Woman,,Suburb,Suburb,,1,Postgraduate degree,Republican,,NA,Republican,Strong,0.73023780222315,90,-0.73352471323523,-0.749810996994371,50,79,26,85,Control,4,0,NA,Often,NA,NA,NA,NA,NA,NA,0.247228034076088,0.145626025253881,0.247228034076088,0.145626025253881,0.1964270296649845,-0.10160200882220702,2.92013184795419,Republican,0.887360537238919,0.939203043737683,10,Black or African-American,NA,,"$150,000 or more",NA,NA,NA,NA,awesome,nice survey,"Yes, I will",passed,passed,22,14,18,21,15,8,7,7,8,-1,399,0,0,1,0,100,100,99,100,5,1,5,Republican,Democrat
691,R_38tQ9i9JwrtQkAV,P160,09/03/2026 18:06,1217,25,Man,,Suburb,Suburb,,4,4-year college degree,Republican,,NA,Republican,Strong,0.0999186570896305,75,-0.561213315148346,-0.414765874749025,41,75,54,74,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.944235472422554,0.505767843474385,0.944235472422554,0.505767843474385,0.7250016579484695,-0.43846762894816904,4.1946237361667,Republican,0.418183221031951,0.939203043737683,10,White,Asian,,"$10,000 to $19,999",NA,43,NA,73,Interesting and easy to understand.,The task was clear and engaging.  Thank you for allowing me to participate in this study,"Yes, I will",passed,passed,26,17,21,25,7,5,2,2,5,-3,358,6,12,14,10,94,88,86,90,5,1,5,Republican,Democrat
692,R_7RaRFx6D1n2py9c,P594,09/03/2026 18:06,2316,39,Woman,,Suburb,Suburb,,4,4-year college degree,Republican,,NA,Republican,Strong,0.73023780222315,90,-0.802449272469983,-0.597136935664959,49,76,64,73,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.11352499220521,0.242587808202657,0.11352499220521,0.242587808202657,0.17805640020393348,0.12906281599744698,3.04824443572384,Democrat,-2.11079694681537,-2.29086033419615,5,Black or African-American,NA,,"$50,000 to $59,999",NA,NA,NA,NA,EASY,THANK YOU FOR ALLOWING ME TO TAKE PART IN THIS STUDY.,"Yes, I will",passed,passed,22,14,18,21,17,8,9,9,8,1,137,63,63,64,73,37,37,36,27,3,4,2,Republican,Democrat
7,R_6MZeZT0xh53pI5N,P477,24/02/2026 16:34,789,43,Man,,Small town,Rural,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-2.46337919978668,14,-0.802449272469983,-0.664972020366646,14,41,71,49,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,1.23619448397207,1.35582879680419,1.23619448397207,1.35582879680419,1.29601164038813,0.11963431283212,3.62104763012499,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,90,NA,85,It was interesting and unique,none. thank you,"Yes, I will",passed,passed,34,22,27,32,2,0,2,2,0,2,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
70,R_3et18R1eoTsT0Aq,P228,24/02/2026 17:13,1408,37,Man,,Small town,Suburb,,2,"College, but not degree",Republican,,NA,Republican,Strong,0.0158761044051612,73,-1.42277030558277,-1.20036951337711,33,42,57,69,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Almost never,Often,1.50542802597032,1.18793327934559,1.50542802597032,1.18793327934559,1.346680652657955,-0.3174947466247302,5.64920610366613,Republican,0.681380252074884,-0.998834983022615,7,White,NA,,"$30,000 to $39,999",NA,90,NA,54,"The task was annoying, and I worry about wearing out my mouse ( though that's unlikely ).",,"Yes, I will",passed,passed,26,17,21,25,1,1,0,0,1,-1,381,4,2,3,10,96,98,97,90,5,4,2,Republican,Democrat
71,R_3rUnjbSH10M5qmZ,P269,24/02/2026 17:14,887,53,Woman,,Suburb,Suburb,,2,4-year college degree,Democrat,,NA,Democrat,Strong,0.73023780222315,90,0.679428751077218,0.162262812012418,100,30,55,25,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,0.129840751349448,0.143048541781968,0.143048541781968,0.129840751349448,0.13644464656570798,-0.013207790432519989,4.79055447186664,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,it was fairly easy though the time pressure was a little stressful with it.,Even though rural areas might trend more Republican I worked on the task for both urban and rural areas because making it easier for everyone to vote is important to me whether they might agree with my political views or not.,"Yes, I will",passed,passed,18,12,14,17,18,9,9,9,9,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
72,R_3s1w30z6OtZsDu8,P270,24/02/2026 17:15,1384,49,Woman,,Suburb,Suburb,,1,2-year college degree,Democrat,,NA,Democrat,Not very strong,-1.70699622562646,32,-1.078147509409,-0.8642019275189,79,60,78,59,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,0.300029382877699,0.446375815540654,0.446375815540654,0.300029382877699,0.3732025992091765,-0.146346432662955,2.32012360533669,Republican,-0.440067967151529,-0.352822307435849,8,"Hispanic, Latino, or Spanish origin",NA,,"$10,000 to $19,999",71,NA,81,NA,it was pretty fun and interesting,no,"Yes, I will",passed,passed,18,12,14,17,12,5,7,5,7,-2,283,4,50,51,12,96,50,49,88,5,3,3,Democrat,Republican
73,R_3d6yWwaqVl2aVl3,P218,24/02/2026 17:15,1228,68,Woman,,Suburb,Suburb,,4,4-year college degree,Republican,,NA,Republican,Strong,1.1504505656455,100,1.71329713959852,-0.928035781821143,0,100,0,100,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,0.126291315315919,0.441022609104148,0.126291315315919,0.441022609104148,0.2836569622100335,0.31473129378822895,4.36755012227702,Democrat,-0.176870936108595,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Interesting,Enjoyed the study!,"Yes, I will",passed,passed,13,8,10,12,15,6,9,9,6,3,306,0,6,88,0,100,94,12,100,5,1,5,Republican,Democrat
74,R_5dm4J6hO2A4iPGo,P360,24/02/2026 17:16,974,52,Man,,Suburb,Suburb,,5,Postgraduate degree,Republican,,NA,Republican,Strong,0.73023780222315,90,0.472655073372957,0.841691344515626,24,88,80,88,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.480325528926237,0.515533625203552,0.480325528926237,0.515533625203552,0.4979295770648945,0.03520809627731497,2.07961966806688,Democrat,0.738596997953783,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,83,NA,88,Tiresome and mentally draining.,"Fun study, thanks.","Yes, I will",passed,passed,18,12,14,17,11,5,6,6,5,1,386,2,3,4,5,98,97,96,95,5,1,5,Republican,Democrat
75,R_5h1JGNSnKVl1XDb,P373,24/02/2026 17:17,709,32,Man,,Suburb,Rural,,5,"College, but not degree",Republican,,NA,Republican,Not very strong,-2.54742175247115,12,-0.664600154000476,-1.18795234246868,0,31,100,2,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Almost never,Often,1.49029731360836,1.40099587720669,1.49029731360836,1.40099587720669,1.445646595407525,-0.08930143640166999,5.30392346460323,Republican,0.326636427625713,-0.352822307435849,8,White,"Hispanic, Latino, or Spanish origin",,"$20,000 to $29,999",NA,100,NA,0,Really annoying.,no.,"Yes, I will",passed,passed,30,20,24,29,0,0,0,0,0,0,350,0,0,50,0,100,100,50,100,3,1,5,Republican,Democrat
76,R_5ZWhA05ht8fiqQQ,P355,24/02/2026 17:17,1308,71,Woman,,City,City,,4,Postgraduate degree,Republican,,NA,Republican,Strong,-0.110187724621543,70,0.679428751077218,0.888451332984846,20,90,62,88,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.380340943663464,0.367809154856859,0.380340943663464,0.367809154856859,0.3740750492601615,-0.012531788806604993,4.43232815658306,Democrat,-0.634604903139784,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,32,NA,49,NICE,NONE,"Yes, I will",passed,passed,12,8,10,11,12,6,6,6,6,0,266,22,14,80,18,78,86,20,82,4,2,4,Republican,Democrat
77,R_5CUnb1feSsF8qYc,P307,24/02/2026 17:18,879,46,Man,,City,City,,4,4-year college degree,Republican,,NA,Republican,Strong,0.982365460276558,96,1.26528750457262,-0.165953778522358,9,96,7,92,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Often,NA,0.12417748312784,1.29393948954558,0.12417748312784,1.29393948954558,0.70905848633671,1.16976200641774,4.12781358535309,Republican,0.601276807844426,-0.352822307435849,8,White,NA,,"$150,000 or more",NA,88,NA,7,easy,no comments,"Yes, I will",passed,passed,16,10,13,15,10,1,9,9,1,8,374,5,14,3,4,95,86,97,96,4,2,4,Republican,Democrat
